pipname,tile,tile_type,tile_x,tile_y,src_wire,dst_wire,net,base_reg,avg_delay_ps,max_delay_ps
INT_L_X4Y130/IMUX_L36->CLBLL_L_X4Y130/CLBLL_L_D2,INT_L_X4Y130,INT_L,4,130,INT_L_X4Y130/IMUX_L36,CLBLL_L_X4Y130/CLBLL_L_D2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y121/BYP_BOUNCE3->INT_L_X4Y122/IMUX_L25,INT_L_X4Y121,INT_L,4,121,INT_L_X4Y121/BYP_BOUNCE3,INT_L_X4Y122/IMUX_L25,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y130/NW2END2->INT_L_X4Y130/IMUX_L11,INT_L_X4Y130,INT_L,4,130,INT_L_X4Y130/NW2END2,INT_L_X4Y130/IMUX_L11,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y129/IMUX1->CLBLM_R_X5Y129/CLBLM_M_A3,INT_R_X5Y129,INT_R,5,129,INT_R_X5Y129/IMUX1,CLBLM_R_X5Y129/CLBLM_M_A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLM_R_X5Y129/CLBLM_M_D4->SITEWIRE/SLICE_X6Y129/D2,CLBLM_R_X5Y129,CLBLM_R,5,129,CLBLM_R_X5Y129/CLBLM_M_D4,SITEWIRE/SLICE_X6Y129/D2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X3Y72/SS6A2->INT_L_X2Y66/SW2END2,INT_R_X3Y72,INT_R,3,72,INT_R_X3Y72/SS6A2,INT_L_X2Y66/SW2END2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X34Y115/IMUX_L19->DSP_L_X34Y115/DSP_0_A1,INT_L_X34Y115,INT_L,34,115,INT_L_X34Y115/IMUX_L19,DSP_L_X34Y115/DSP_0_A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X32Y115/EE4BEG1->INT_L_X36Y115/WW4C1,INT_L_X32Y115,INT_L,32,115,INT_L_X32Y115/EE4BEG1,INT_L_X36Y115/WW4C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X17Y109/IMUX24->CLBLL_R_X17Y109/CLBLL_LL_B5,INT_R_X17Y109,INT_R,17,109,INT_R_X17Y109/IMUX24,CLBLL_R_X17Y109/CLBLL_LL_B5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y120/WW2A2->INT_R_X3Y120/IMUX30,INT_L_X4Y120,INT_L,4,120,INT_L_X4Y120/WW2A2,INT_R_X3Y120/IMUX30,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X10Y57/SE6A2->INT_L_X10Y53/SW6A2,INT_L_X10Y57,INT_L,10,57,INT_L_X10Y57/SE6A2,INT_L_X10Y53/SW6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X3Y95/LVB10->INT_R_X3Y83/LVB10,INT_R_X3Y95,INT_R,3,95,INT_R_X3Y95/LVB10,INT_R_X3Y83/LVB10,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X6Y105/ER1BEG3->INT_R_X7Y105/IMUX31,INT_L_X6Y105,INT_L,6,105,INT_L_X6Y105/ER1BEG3,INT_R_X7Y105/IMUX31,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y121/WW4END3->INT_L_X8Y120/SW2A2,INT_L_X8Y121,INT_L,8,121,INT_L_X8Y121/WW4END3,INT_L_X8Y120/SW2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y107/SE2END3->INT_L_X2Y107/IMUX_L22,INT_L_X2Y107,INT_L,2,107,INT_L_X2Y107/SE2END3,INT_L_X2Y107/IMUX_L22,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X4Y130/CLBLL_LL_A4->SITEWIRE/SLICE_X4Y130/A1,CLBLL_L_X4Y130,CLBLL_L,4,130,CLBLL_L_X4Y130/CLBLL_LL_A4,SITEWIRE/SLICE_X4Y130/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X4Y130/IMUX_L11->CLBLL_L_X4Y130/CLBLL_LL_A4,INT_L_X4Y130,INT_L,4,130,INT_L_X4Y130/IMUX_L11,CLBLL_L_X4Y130/CLBLL_LL_A4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X9Y25/FAN_BOUNCE7->INT_R_X9Y25/IMUX26,INT_R_X9Y25,INT_R,9,25,INT_R_X9Y25/FAN_BOUNCE7,INT_R_X9Y25/IMUX26,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y141/WW2END1->INT_L_X2Y141/BYP_ALT5,INT_L_X2Y141,INT_L,2,141,INT_L_X2Y141/WW2END1,INT_L_X2Y141/BYP_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_R_X15Y130/CLBLL_LL_A5->SITEWIRE/SLICE_X22Y130/A4,CLBLL_R_X15Y130,CLBLL_R,15,130,CLBLL_R_X15Y130/CLBLL_LL_A5,SITEWIRE/SLICE_X22Y130/A4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
CLBLL_L_X4Y130/CLBLL_L_D2->SITEWIRE/SLICE_X5Y130/D2,CLBLL_L_X4Y130,CLBLL_L,4,130,CLBLL_L_X4Y130/CLBLL_L_D2,SITEWIRE/SLICE_X5Y130/D2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
CLBLM_R_X3Y124/CLBLM_L_C3->SITEWIRE/SLICE_X3Y124/C4,CLBLM_R_X3Y124,CLBLM_R,3,124,CLBLM_R_X3Y124/CLBLM_L_C3,SITEWIRE/SLICE_X3Y124/C4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X4Y121/BYP_ALT3->INT_L_X4Y121/BYP_BOUNCE3,INT_L_X4Y121,INT_L,4,121,INT_L_X4Y121/BYP_ALT3,INT_L_X4Y121/BYP_BOUNCE3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y118/IMUX_L31->CLBLL_L_X4Y118/CLBLL_LL_C5,INT_L_X4Y118,INT_L,4,118,INT_L_X4Y118/IMUX_L31,CLBLL_L_X4Y118/CLBLL_LL_C5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y129/IMUX20->CLBLM_R_X5Y129/CLBLM_L_C2,INT_R_X5Y129,INT_R,5,129,INT_R_X5Y129/IMUX20,CLBLM_R_X5Y129/CLBLM_L_C2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLM_R_X3Y94/CLBLM_M_C2->SITEWIRE/SLICE_X2Y94/C1,CLBLM_R_X3Y94,CLBLM_R,3,94,CLBLM_R_X3Y94/CLBLM_M_C2,SITEWIRE/SLICE_X2Y94/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X2Y115/IMUX_L24->CLBLL_L_X2Y115/CLBLL_LL_B5,INT_L_X2Y115,INT_L,2,115,INT_L_X2Y115/IMUX_L24,CLBLL_L_X2Y115/CLBLL_LL_B5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y122/IMUX_L25->CLBLL_L_X4Y122/CLBLL_L_B5,INT_L_X4Y122,INT_L,4,122,INT_L_X4Y122/IMUX_L25,CLBLL_L_X4Y122/CLBLL_L_B5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y67/NW6A3->INT_L_X0Y71/NW6A3,INT_L_X2Y67,INT_L,2,67,INT_L_X2Y67/NW6A3,INT_L_X0Y71/NW6A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y109/WR1BEG3->INT_R_X3Y97/LVB0,INT_L_X4Y109,INT_L,4,109,INT_L_X4Y109/WR1BEG3,INT_R_X3Y97/LVB0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X3Y83/LVB10->INT_R_X3Y72/SS6A2,INT_R_X3Y83,INT_R,3,83,INT_R_X3Y83/LVB10,INT_R_X3Y72/SS6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X16Y130/WR1BEG0->INT_R_X15Y130/IMUX8,INT_L_X16Y130,INT_L,16,130,INT_L_X16Y130/WR1BEG0,INT_R_X15Y130/IMUX8,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X3Y97/LVB0->INT_R_X3Y95/LVB10,INT_R_X3Y97,INT_R,3,97,INT_R_X3Y97/LVB0,INT_R_X3Y95/LVB10,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X12Y115/LH12->INT_L_X24Y115/LH12,INT_L_X12Y115,INT_L,12,115,INT_L_X12Y115/LH12,INT_L_X24Y115/LH12,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X7Y105/IMUX31->CLBLM_R_X7Y105/CLBLM_M_C5,INT_R_X7Y105,INT_R,7,105,INT_R_X7Y105/IMUX31,CLBLM_R_X7Y105/CLBLM_M_C5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y75/IMUX_L31->CLBLL_L_X2Y75/CLBLL_LL_C5,INT_L_X2Y75,INT_L,2,75,INT_L_X2Y75/IMUX_L31,CLBLL_L_X2Y75/CLBLL_LL_C5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y129/NE2A2->INT_R_X5Y129/IMUX20,INT_L_X4Y129,INT_L,4,129,INT_L_X4Y129/NE2A2,INT_R_X5Y129/IMUX20,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y129/FAN_ALT5->INT_R_X5Y129/FAN_BOUNCE5,INT_R_X5Y129,INT_R,5,129,INT_R_X5Y129/FAN_ALT5,INT_R_X5Y129/FAN_BOUNCE5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y121/NW2END3->INT_L_X4Y121/BYP_ALT3,INT_L_X4Y121,INT_L,4,121,INT_L_X4Y121/NW2END3,INT_L_X4Y121/BYP_ALT3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y75/IMUX_L15->CLBLL_L_X2Y75/CLBLL_LL_B1,INT_L_X2Y75,INT_L,2,75,INT_L_X2Y75/IMUX_L15,CLBLL_L_X2Y75/CLBLL_LL_B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X9Y48/SS2A2->INT_L_X8Y46/SW2END2,INT_R_X9Y48,INT_R,9,48,INT_R_X9Y48/SS2A2,INT_L_X8Y46/SW2END2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y75/EE2BEG3->INT_L_X2Y75/IMUX_L15,INT_L_X0Y75,INT_L,0,75,INT_L_X0Y75/EE2BEG3,INT_L_X2Y75/IMUX_L15,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X10Y53/SW6A2->INT_R_X9Y48/SS2A2,INT_L_X10Y53,INT_L,10,53,INT_L_X10Y53/SW6A2,INT_R_X9Y48/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y94/SE2A2->INT_R_X3Y94/IMUX29,INT_L_X2Y94,INT_L,2,94,INT_L_X2Y94/SE2A2,INT_R_X3Y94/IMUX29,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y120/WW2END2->INT_R_X5Y120/SR1BEG3,INT_R_X5Y120,INT_R,5,120,INT_R_X5Y120/WW2END2,INT_R_X5Y120/SR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y66/SE2END2->INT_L_X8Y65/SE2A2,INT_L_X8Y66,INT_L,8,66,INT_L_X8Y66/SE2END2,INT_L_X8Y65/SE2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y67/EE4A2->INT_L_X8Y66/SE2END2,INT_L_X4Y67,INT_L,4,67,INT_L_X4Y67/EE4A2,INT_L_X8Y66/SE2END2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_R_X15Y139/CLBLL_LL_CX->SITEWIRE/SLICE_X22Y139/CX,CLBLL_R_X15Y139,CLBLL_R,15,139,CLBLL_R_X15Y139/CLBLL_LL_CX,SITEWIRE/SLICE_X22Y139/CX,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X0Y97/WW4C2->INT_L_X0Y96/SS2A2,INT_L_X0Y97,INT_L,0,97,INT_L_X0Y97/WW4C2,INT_L_X0Y96/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X3Y72/SS6A2->INT_L_X4Y67/EE4A2,INT_R_X3Y72,INT_R,3,72,INT_R_X3Y72/SS6A2,INT_L_X4Y67/EE4A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLM_R_X7Y101/CLBLM_L_A1->SITEWIRE/SLICE_X9Y101/A1,CLBLM_R_X7Y101,CLBLM_R,7,101,CLBLM_R_X7Y101/CLBLM_L_A1,SITEWIRE/SLICE_X9Y101/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X0Y60/EE2BEG3->INT_L_X2Y60/IMUX_L15,INT_L_X0Y60,INT_L,0,60,INT_L_X0Y60/EE2BEG3,INT_L_X2Y60/IMUX_L15,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X6Y101/SE2A3->INT_R_X7Y101/IMUX6,INT_L_X6Y101,INT_L,6,101,INT_L_X6Y101/SE2A3,INT_R_X7Y101/IMUX6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X6Y103/SR1BEG3->INT_L_X6Y101/SE2A3,INT_L_X6Y103,INT_L,6,103,INT_L_X6Y103/SR1BEG3,INT_L_X6Y101/SE2A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y97/SE6A2->INT_R_X5Y93/ER1BEG3,INT_L_X4Y97,INT_L,4,97,INT_L_X4Y97/SE6A2,INT_R_X5Y93/ER1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLM_R_X7Y125/CLBLM_M_C4->SITEWIRE/SLICE_X8Y125/C5,CLBLM_R_X7Y125,CLBLM_R,7,125,CLBLM_R_X7Y125/CLBLM_M_C4,SITEWIRE/SLICE_X8Y125/C5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
CLBLL_L_X12Y121/CLBLL_LL_DQ->INT_L_X12Y121/LOGIC_OUTS_L7,CLBLL_L_X12Y121,CLBLL_L,12,121,CLBLL_L_X12Y121/CLBLL_LL_DQ,INT_L_X12Y121/LOGIC_OUTS_L7,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X7Y125/IMUX28->CLBLM_R_X7Y125/CLBLM_M_C4,INT_R_X7Y125,INT_R,7,125,INT_R_X7Y125/IMUX28,CLBLM_R_X7Y125/CLBLM_M_C4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X6Y125/EL1BEG2->INT_R_X7Y125/IMUX28,INT_L_X6Y125,INT_L,6,125,INT_L_X6Y125/EL1BEG2,INT_R_X7Y125/IMUX28,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y121/NE6BEG3->INT_L_X6Y125/EL1BEG2,INT_L_X4Y121,INT_L,4,121,INT_L_X4Y121/NE6BEG3,INT_L_X6Y125/EL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X9Y65/IMUX11->DSP_R_X9Y65/DSP_1_A1,INT_R_X9Y65,INT_R,9,65,INT_R_X9Y65/IMUX11,DSP_R_X9Y65/DSP_1_A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X9Y65/FAN_BOUNCE5->INT_R_X9Y65/IMUX11,INT_R_X9Y65,INT_R,9,65,INT_R_X9Y65/FAN_BOUNCE5,INT_R_X9Y65/IMUX11,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y115/LH12->INT_L_X0Y115/NW6BEG0,INT_L_X0Y115,INT_L,0,115,INT_L_X0Y115/LH12,INT_L_X0Y115/NW6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X9Y65/FAN_ALT5->INT_R_X9Y65/FAN_BOUNCE5,INT_R_X9Y65,INT_R,9,65,INT_R_X9Y65/FAN_ALT5,INT_R_X9Y65/FAN_BOUNCE5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X9Y40/FAN_ALT3->INT_R_X9Y40/FAN_BOUNCE3,INT_R_X9Y40,INT_R,9,40,INT_R_X9Y40/FAN_ALT3,INT_R_X9Y40/FAN_BOUNCE3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y95/CLBLL_L_C2->SITEWIRE/SLICE_X1Y95/C4,CLBLL_L_X2Y95,CLBLL_L,2,95,CLBLL_L_X2Y95/CLBLL_L_C2,SITEWIRE/SLICE_X1Y95/C4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X8Y65/SE2A2->INT_R_X9Y65/FAN_ALT5,INT_L_X8Y65,INT_L,8,65,INT_L_X8Y65/SE2A2,INT_R_X9Y65/FAN_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X3Y72/SS6A2->INT_L_X2Y67/NW6A3,INT_R_X3Y72,INT_R,3,72,INT_R_X3Y72/SS6A2,INT_L_X2Y67/NW6A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
DSP_R_X9Y40/DSP_1_A1->SITEWIRE/DSP48_X0Y17/A1,DSP_R_X9Y40,DSP_R,9,40,DSP_R_X9Y40/DSP_1_A1,SITEWIRE/DSP48_X0Y17/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X5Y120/SR1BEG3->INT_L_X4Y118/SW2END3,INT_R_X5Y120,INT_R,5,120,INT_R_X5Y120/SR1BEG3,INT_L_X4Y118/SW2END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y129/FAN_BOUNCE5->INT_R_X5Y129/IMUX1,INT_R_X5Y129,INT_R,5,129,INT_R_X5Y129/FAN_BOUNCE5,INT_R_X5Y129/IMUX1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X9Y40/FAN_BOUNCE3->INT_R_X9Y40/IMUX11,INT_R_X9Y40,INT_R,9,40,INT_R_X9Y40/FAN_BOUNCE3,INT_R_X9Y40/IMUX11,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y66/SW2END2->INT_L_X2Y66/SL1BEG2,INT_L_X2Y66,INT_L,2,66,INT_L_X2Y66/SW2END2,INT_L_X2Y66/SL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y45/SS6A2->INT_L_X8Y40/ER1BEG3,INT_L_X8Y45,INT_L,8,45,INT_L_X8Y45/SS6A2,INT_L_X8Y40/ER1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
DSP_R_X9Y130/DSP_0_A1->SITEWIRE/DSP48_X0Y52/A1,DSP_R_X9Y130,DSP_R,9,130,DSP_R_X9Y130/DSP_0_A1,SITEWIRE/DSP48_X0Y52/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
CLBLM_R_X5Y129/CLBLM_L_C2->SITEWIRE/SLICE_X7Y129/C3,CLBLM_R_X5Y129,CLBLM_R,5,129,CLBLM_R_X5Y129/CLBLM_L_C2,SITEWIRE/SLICE_X7Y129/C3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X5Y130/EE2BEG1->INT_L_X8Y130/EE2A1,INT_R_X5Y130,INT_R,5,130,INT_R_X5Y130/EE2BEG1,INT_L_X8Y130/EE2A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y139/EE4BEG2->INT_L_X12Y139/EE4BEG2,INT_L_X8Y139,INT_L,8,139,INT_L_X8Y139/EE4BEG2,INT_L_X12Y139/EE4BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y121/NW2END3->INT_L_X4Y122/NW2A3,INT_L_X4Y121,INT_L,4,121,INT_L_X4Y121/NW2END3,INT_L_X4Y122/NW2A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y129/NL1BEG1->INT_R_X5Y130/EE2BEG1,INT_R_X5Y129,INT_R,5,129,INT_R_X5Y129/NL1BEG1,INT_R_X5Y130/EE2BEG1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y129/NE2A2->INT_R_X5Y129/NL1BEG1,INT_L_X4Y129,INT_L,4,129,INT_L_X4Y129/NE2A2,INT_R_X5Y129/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y139/WW4END2->INT_L_X4Y139/SR1BEG2,INT_L_X4Y139,INT_L,4,139,INT_L_X4Y139/WW4END2,INT_L_X4Y139/SR1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X16Y140/NE2A2->INT_R_X17Y140/SL1BEG2,INT_L_X16Y140,INT_L,16,140,INT_L_X16Y140/NE2A2,INT_R_X17Y140/SL1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y75/CLBLL_LL_B1->SITEWIRE/SLICE_X0Y75/B1,CLBLL_L_X2Y75,CLBLL_L,2,75,CLBLL_L_X2Y75/CLBLL_LL_B1,SITEWIRE/SLICE_X0Y75/B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X2Y66/SL1BEG2->INT_L_X2Y64/SS2A2,INT_L_X2Y66,INT_L,2,66,INT_L_X2Y66/SL1BEG2,INT_L_X2Y64/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y115/NW6BEG0->INT_L_X2Y119/EE2A0,INT_L_X0Y115,INT_L,0,115,INT_L_X0Y115/NW6BEG0,INT_L_X2Y119/EE2A0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y75/EE2BEG3->INT_L_X2Y75/IMUX_L31,INT_L_X0Y75,INT_L,0,75,INT_L_X0Y75/EE2BEG3,INT_L_X2Y75/IMUX_L31,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X12Y115/LH12->INT_L_X0Y115/LH12,INT_L_X12Y115,INT_L,12,115,INT_L_X12Y115/LH12,INT_L_X0Y115/LH12,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X16Y110/BYP_BOUNCE6->INT_L_X16Y111/IMUX_L2,INT_L_X16Y110,INT_L,16,110,INT_L_X16Y110/BYP_BOUNCE6,INT_L_X16Y111/IMUX_L2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y65/SW6A2->INT_L_X8Y61/SE6A2,INT_L_X8Y65,INT_L,8,65,INT_L_X8Y65/SW6A2,INT_L_X8Y61/SE6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y120/WW2END2->INT_L_X4Y120/WW2A2,INT_R_X5Y120,INT_R,5,120,INT_R_X5Y120/WW2END2,INT_L_X4Y120/WW2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X4Y118/CLBLL_LL_C5->SITEWIRE/SLICE_X4Y118/C1,CLBLL_L_X4Y118,CLBLL_L,4,118,CLBLL_L_X4Y118/CLBLL_LL_C5,SITEWIRE/SLICE_X4Y118/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X4Y118/SW2END3->INT_L_X4Y118/IMUX_L31,INT_L_X4Y118,INT_L,4,118,INT_L_X4Y118/SW2END3,INT_L_X4Y118/IMUX_L31,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X16Y112/CLBLL_LL_B3->SITEWIRE/SLICE_X24Y112/B1,CLBLL_L_X16Y112,CLBLL_L,16,112,CLBLL_L_X16Y112/CLBLL_LL_B3,SITEWIRE/SLICE_X24Y112/B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X17Y115/SW6A1->INT_L_X16Y111/NL1BEG1,INT_R_X17Y115,INT_R,17,115,INT_R_X17Y115/SW6A1,INT_L_X16Y111/NL1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
