rank,pipname,tile,tile_type,tile_x,tile_y,src_wire,dst_wire,net,avg_delay_ps,max_delay_ps
451,INT_R_X21Y115/EE4BEG0->INT_R_X25Y115/EE4BEG0,INT_R_X21Y115,INT_R,21,115,INT_R_X21Y115/EE4BEG0,INT_R_X25Y115/EE4BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
452,INT_R_X33Y115/ER1BEG1->INT_L_X34Y115/NR1BEG1,INT_R_X33Y115,INT_R,33,115,INT_R_X33Y115/ER1BEG1,INT_L_X34Y115/NR1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
453,INT_R_X3Y144/SS6A3->INT_R_X3Y138/SS2A3,INT_R_X3Y144,INT_R,3,144,INT_R_X3Y144/SS6A3,INT_R_X3Y138/SS2A3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
454,INT_R_X25Y115/EE4BEG0->INT_R_X31Y115/EE2BEG0,INT_R_X25Y115,INT_R,25,115,INT_R_X25Y115/EE4BEG0,INT_R_X31Y115/EE2BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
455,INT_L_X10Y115/EE4A0->INT_L_X14Y115/EE4A0,INT_L_X10Y115,INT_L,10,115,INT_L_X10Y115/EE4A0,INT_L_X14Y115/EE4A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
456,INT_R_X9Y116/SS2A0->INT_L_X10Y115/EE4A0,INT_R_X9Y116,INT_R,9,116,INT_R_X9Y116/SS2A0,INT_L_X10Y115/EE4A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
457,INT_R_X9Y116/SS6A0->INT_R_X9Y110/SS2A0,INT_R_X9Y116,INT_R,9,116,INT_R_X9Y116/SS6A0,INT_R_X9Y110/SS2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
458,INT_R_X9Y84/SS6A0->INT_R_X9Y78/SS6A0,INT_R_X9Y84,INT_R,9,84,INT_R_X9Y84/SS6A0,INT_R_X9Y78/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
459,INT_R_X9Y122/SS6A0->INT_R_X9Y116/SS2A0,INT_R_X9Y122,INT_R,9,122,INT_R_X9Y122/SS6A0,INT_R_X9Y116/SS2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
460,INT_L_X34Y109/SW2END0->INT_L_X34Y108/SS6A0,INT_L_X34Y109,INT_L,34,109,INT_L_X34Y109/SW2END0,INT_L_X34Y108/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
461,DSP_L_X34Y80/DSP_0_B11->SITEWIRE/DSP48_X1Y32/B11,DSP_L_X34Y80,DSP_L,34,80,DSP_L_X34Y80/DSP_0_B11,SITEWIRE/DSP48_X1Y32/B11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],0,0
462,CLBLM_R_X3Y140/CLBLM_L_B1->SITEWIRE/SLICE_X3Y140/B2,CLBLM_R_X3Y140,CLBLM_R,3,140,CLBLM_R_X3Y140/CLBLM_L_B1,SITEWIRE/SLICE_X3Y140/B2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],0,0
463,INT_R_X9Y110/SS2A0->INT_R_X9Y108/SS2A0,INT_R_X9Y110,INT_R,9,110,INT_R_X9Y110/SS2A0,INT_R_X9Y108/SS2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
464,INT_L_X34Y82/IMUX_L16->DSP_L_X34Y80/DSP_0_B11,INT_L_X34Y82,INT_L,34,82,INT_L_X34Y82/IMUX_L16,DSP_L_X34Y80/DSP_0_B11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
465,INT_L_X34Y102/SS6A0->INT_L_X34Y96/SS6A0,INT_L_X34Y102,INT_L,34,102,INT_L_X34Y102/SS6A0,INT_L_X34Y96/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
466,INT_L_X34Y90/SS6A0->INT_L_X34Y84/SS2A0,INT_L_X34Y90,INT_L,34,90,INT_L_X34Y90/SS6A0,INT_L_X34Y84/SS2A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
467,INT_R_X5Y125/NN2END0->INT_R_X5Y125/IMUX16,INT_R_X5Y125,INT_R,5,125,INT_R_X5Y125/NN2END0,INT_R_X5Y125/IMUX16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
468,INT_L_X34Y108/SS6A0->INT_L_X34Y102/SS6A0,INT_L_X34Y108,INT_L,34,108,INT_L_X34Y108/SS6A0,INT_L_X34Y102/SS6A0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
469,INT_R_X3Y140/IMUX14->CLBLM_R_X3Y140/CLBLM_L_B1,INT_R_X3Y140,INT_R,3,140,INT_R_X3Y140/IMUX14,CLBLM_R_X3Y140/CLBLM_L_B1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
470,CLBLL_L_X4Y144/CLBLL_LL_D4->SITEWIRE/SLICE_X4Y144/D1,CLBLL_L_X4Y144,CLBLL_L,4,144,CLBLL_L_X4Y144/CLBLL_LL_D4,SITEWIRE/SLICE_X4Y144/D1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],0,0
471,INT_R_X35Y111/SL1BEG0->INT_L_X34Y109/SW2END0,INT_R_X35Y111,INT_R,35,111,INT_R_X35Y111/SL1BEG0,INT_L_X34Y109/SW2END0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
472,INT_R_X5Y123/LOGIC_OUTS0->INT_R_X5Y123/EE4BEG0,INT_R_X5Y123,INT_R,5,123,INT_R_X5Y123/LOGIC_OUTS0,INT_R_X5Y123/EE4BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
473,INT_R_X31Y115/EE2BEG0->INT_R_X33Y115/SE6BEG0,INT_R_X31Y115,INT_R,31,115,INT_R_X31Y115/EE2BEG0,INT_R_X33Y115/SE6BEG0,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
474,INT_R_X9Y73/SL1BEG0->INT_R_X9Y72/IMUX16,INT_R_X9Y73,INT_R,9,73,INT_R_X9Y73/SL1BEG0,INT_R_X9Y72/IMUX16,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[11],132.42498665242925,301
475,INT_L_X4Y128/NR1BEG3->INT_L_X4Y129/IMUX_L22,INT_L_X4Y128,INT_L,4,128,INT_L_X4Y128/NR1BEG3,INT_L_X4Y129/IMUX_L22,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
476,INT_L_X4Y129/IMUX_L22->CLBLL_L_X4Y129/CLBLL_LL_C3,INT_L_X4Y129,INT_L,4,129,INT_L_X4Y129/IMUX_L22,CLBLL_L_X4Y129/CLBLL_LL_C3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
477,CLBLL_L_X4Y129/CLBLL_LL_C3->SITEWIRE/SLICE_X4Y129/C2,CLBLL_L_X4Y129,CLBLL_L,4,129,CLBLL_L_X4Y129/CLBLL_LL_C3,SITEWIRE/SLICE_X4Y129/C2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],0,0
478,INT_L_X4Y128/NR1BEG3->INT_L_X4Y129/IMUX_L15,INT_L_X4Y128,INT_L,4,128,INT_L_X4Y128/NR1BEG3,INT_L_X4Y129/IMUX_L15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
479,INT_L_X4Y123/NN6A3->INT_L_X4Y128/NR1BEG3,INT_L_X4Y123,INT_L,4,123,INT_L_X4Y123/NN6A3,INT_L_X4Y128/NR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
480,INT_L_X4Y129/IMUX_L15->CLBLL_L_X4Y129/CLBLL_LL_B1,INT_L_X4Y129,INT_L,4,129,INT_L_X4Y129/IMUX_L15,CLBLL_L_X4Y129/CLBLL_LL_B1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
481,INT_L_X4Y138/LVB_L10->INT_L_X4Y129/NN6A2,INT_L_X4Y138,INT_L,4,138,INT_L_X4Y138/LVB_L10,INT_L_X4Y129/NN6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
482,CLBLL_L_X4Y133/CLBLL_L_C5->SITEWIRE/SLICE_X5Y133/C3,CLBLL_L_X4Y133,CLBLL_L,4,133,CLBLL_L_X4Y133/CLBLL_L_C5,SITEWIRE/SLICE_X5Y133/C3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],0,0
483,INT_L_X4Y140/SW6BEG2->INT_L_X2Y136/SR1BEG3,INT_L_X4Y140,INT_L,4,140,INT_L_X4Y140/SW6BEG2,INT_L_X2Y136/SR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
484,INT_L_X2Y136/SR1BEG3->INT_L_X2Y135/IMUX_L15,INT_L_X2Y136,INT_L,2,136,INT_L_X2Y136/SR1BEG3,INT_L_X2Y135/IMUX_L15,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
485,INT_L_X2Y135/IMUX_L15->CLBLL_L_X2Y135/CLBLL_LL_B1,INT_L_X2Y135,INT_L,2,135,INT_L_X2Y135/IMUX_L15,CLBLL_L_X2Y135/CLBLL_LL_B1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
486,INT_L_X4Y134/SR1BEG2->INT_L_X4Y133/IMUX_L30,INT_L_X4Y134,INT_L,4,134,INT_L_X4Y134/SR1BEG2,INT_L_X4Y133/IMUX_L30,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
487,CLBLL_L_X2Y135/CLBLL_LL_B1->SITEWIRE/SLICE_X0Y135/B1,CLBLL_L_X2Y135,CLBLL_L,2,135,CLBLL_L_X2Y135/CLBLL_LL_B1,SITEWIRE/SLICE_X0Y135/B1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],0,0
488,INT_L_X4Y140/EE4BEG2->INT_L_X8Y140/WR1BEG3,INT_L_X4Y140,INT_L,4,140,INT_L_X4Y140/EE4BEG2,INT_L_X8Y140/WR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
489,CLBLM_R_X5Y140/CLBLM_L_C5->SITEWIRE/SLICE_X7Y140/C3,CLBLM_R_X5Y140,CLBLM_R,5,140,CLBLM_R_X5Y140/CLBLM_L_C5,SITEWIRE/SLICE_X7Y140/C3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],0,0
490,INT_L_X4Y122/LOGIC_OUTS_L7->INT_L_X4Y123/NN6A3,INT_L_X4Y122,INT_L,4,122,INT_L_X4Y122/LOGIC_OUTS_L7,INT_L_X4Y123/NN6A3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
491,INT_L_X4Y138/LVB_L10->INT_L_X4Y140/NE6BEG2,INT_L_X4Y138,INT_L,4,138,INT_L_X4Y138/LVB_L10,INT_L_X4Y140/NE6BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
492,INT_L_X4Y140/NE6BEG2->INT_R_X5Y145/NW2END2,INT_L_X4Y140,INT_L,4,140,INT_L_X4Y140/NE6BEG2,INT_R_X5Y145/NW2END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
493,INT_L_X34Y117/IMUX_L18->DSP_L_X34Y115/DSP_0_B9,INT_L_X34Y117,INT_L,34,117,INT_L_X34Y117/IMUX_L18,DSP_L_X34Y115/DSP_0_B9,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
494,INT_L_X4Y122/SE6BEG3->INT_L_X6Y116/LVB_L10,INT_L_X4Y122,INT_L,4,122,INT_L_X4Y122/SE6BEG3,INT_L_X6Y116/LVB_L10,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
495,INT_L_X10Y106/WR1BEG3->INT_R_X9Y106/BYP_ALT6,INT_L_X10Y106,INT_L,10,106,INT_L_X10Y106/WR1BEG3,INT_R_X9Y106/BYP_ALT6,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
496,INT_L_X4Y129/NN6A2->INT_L_X4Y134/SR1BEG2,INT_L_X4Y129,INT_L,4,129,INT_L_X4Y129/NN6A2,INT_L_X4Y134/SR1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
497,INT_R_X9Y72/IMUX18->DSP_R_X9Y70/DSP_0_B9,INT_R_X9Y72,INT_R,9,72,INT_R_X9Y72/IMUX18,DSP_R_X9Y70/DSP_0_B9,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
498,INT_R_X9Y106/BYP_BOUNCE6->INT_R_X9Y107/IMUX18,INT_R_X9Y106,INT_R,9,106,INT_R_X9Y106/BYP_BOUNCE6,INT_R_X9Y107/IMUX18,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
499,INT_R_X9Y75/SS2BEG2->INT_R_X9Y73/SR1BEG3,INT_R_X9Y75,INT_R,9,75,INT_R_X9Y75/SS2BEG2,INT_R_X9Y73/SR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[9],132.42498665242925,301
